epoch,phase,loss,accuracy
1,train,1.4354104761061472,0.6839235525576166
1,test,0.7025813232457123,0.7921971252566735
2,train,1.4112341463599332,0.7009274873524453
2,test,0.7041657729804883,0.7930184804928131
3,train,1.4022340466025975,0.6958122540753232
3,test,0.7046022384440874,0.7940451745379876
4,train,1.4222826804385686,0.6936200112422709
4,test,0.7054850734112443,0.793223819301848
5,train,1.4423136615833585,0.7002529510961214
5,test,0.7127796100517563,0.7899383983572895
6,train,1.4197184699314775,0.6897695334457561
6,test,0.7106481737302314,0.7905544147843943
7,train,1.4421117054873334,0.6851039910061832
7,test,0.7126717681145521,0.7913757700205338
8,train,1.4433601828958962,0.6854974704890388
8,test,0.7132277244047952,0.7921971252566735
9,train,1.4514971432758221,0.68035413153457
9,test,0.7124189362144079,0.7917864476386037
10,train,1.467409203815085,0.6804665542439573
10,test,0.7124883870202169,0.7928131416837783
11,train,1.465474831662599,0.6731309724564362
11,test,0.7138277554046937,0.7928131416837783
12,train,1.455628510068279,0.6800730747611018
12,test,0.7139084766165676,0.7907597535934291
13,train,1.432794736462272,0.6910061832490163
13,test,0.7114014894810545,0.7926078028747433
14,train,1.4283291749769278,0.694744238336144
14,test,0.7090331246965474,0.7930184804928131
15,train,1.439164541128179,0.6938448566610456
15,test,0.7127119015864033,0.7924024640657084
16,train,1.487110426507685,0.6623664980326026
16,test,0.7160328043682129,0.793223819301848
17,train,1.426078198825864,0.6922428330522765
17,test,0.7105855624900951,0.793223819301848
18,train,1.4341502408086082,0.684176503653738
18,test,0.7099228254701078,0.7928131416837783
19,train,1.393028276431688,0.6999718943226532
19,test,0.7043561327261602,0.7919917864476386
20,train,1.4439160412787855,0.6849353569421023
20,test,0.7096170607900717,0.7917864476386037
21,train,1.4284680156777454,0.6819280494659922
21,test,0.7080079023842939,0.7919917864476386
22,train,1.450945550501514,0.6888701517706577
22,test,0.7099142997783802,0.7917864476386037
23,train,1.429222918320667,0.689460370994941
23,test,0.7082612693676958,0.7942505133470226
24,train,1.4017802407729485,0.7065205171444632
24,test,0.7038494016722732,0.7928131416837783
25,train,1.4269670492212982,0.6916526138279933
25,test,0.7050148972373234,0.7924024640657084
26,train,1.4548400297668826,0.6790612703766161
26,test,0.7099397586846009,0.7940451745379876
27,train,1.427319550299792,0.688813940415964
27,test,0.7070073400067598,0.7944558521560575
28,train,1.459083413340658,0.6700393479482856
28,test,0.7100689312393416,0.7930184804928131
29,train,1.4200065691461718,0.6927487352445194
29,test,0.70557029361108,0.793223819301848
30,train,1.4455897635191328,0.6838392355255761
30,test,0.7057873351006048,0.7944558521560575
31,train,1.4413534910374641,0.6849353569421023
31,test,0.7092151243216693,0.7930184804928131
32,train,1.4693008980501763,0.6775716694772345
32,test,0.7101456736025135,0.7926078028747433
33,train,1.4245074929180541,0.6940697020798201
33,test,0.7073613487841902,0.7936344969199178
34,train,1.4626874548186741,0.6794828555368184
34,test,0.7079101925390702,0.7948665297741273
35,train,1.4413530171219051,0.6887858347386172
35,test,0.7085268600275874,0.7950718685831623
36,train,1.4294938756549807,0.6870994940978078
36,test,0.7067076861368802,0.7948665297741273
37,train,1.4284146604275287,0.6946599213041035
37,test,0.7069035204896202,0.7946611909650924
38,train,1.4003703432045604,0.7085722315907813
38,test,0.7031788345112693,0.7952772073921971
39,train,1.3979280047231741,0.7033164699269252
39,test,0.6989019952393165,0.7958932238193018
40,train,1.4294075895387715,0.6881112984822935
40,test,0.7037018484893032,0.7942505133470226
41,train,1.4149412562433021,0.699522203485104
41,test,0.7018518076785046,0.7938398357289528
42,train,1.4283512026624374,0.6931984260820686
42,test,0.701812972461908,0.7946611909650924
43,train,1.3977185918214015,0.7032602585722316
43,test,0.7003179834608669,0.7946611909650924
44,train,1.41950165498384,0.6954187745924677
44,test,0.7002292671242779,0.7965092402464066
45,train,1.463173282447995,0.6845699831365936
45,test,0.7042634239309378,0.7952772073921971
46,train,1.412428286814033,0.6951377178189995
46,test,0.7024448409339975,0.7965092402464066
47,train,1.453651867199641,0.6870151770657673
47,test,0.7047314605796117,0.7960985626283368
48,train,1.428908149320936,0.6911186059584036
48,test,0.7051108270210407,0.7944558521560575
49,train,1.4648651507545416,0.6801292861157954
49,test,0.7091782656048847,0.7942505133470226
50,train,1.4090795901466313,0.7040472175379426
50,test,0.7055157320822534,0.7950718685831623
51,train,1.4401436895919422,0.6855536818437324
51,test,0.7065858488454956,0.7942505133470226
52,train,1.4362196329472239,0.6871275997751546
52,test,0.7053464639847773,0.7942505133470226
53,train,1.437920510782292,0.6986228218100057
53,test,0.7072880015970501,0.7948665297741273
54,train,1.4109082837530975,0.7008150646430579
54,test,0.70396452914518,0.7950718685831623
55,train,1.430070895529517,0.6881112984822935
55,test,0.7029154456494036,0.7958932238193018
56,train,1.4543645483513372,0.6775435637998876
56,test,0.7065934562095626,0.7960985626283368
57,train,1.4137150917246208,0.7027824620573356
57,test,0.7039289831992782,0.7965092402464066
58,train,1.44239664855065,0.6884766722878022
58,test,0.7050949224823554,0.7971252566735113
59,train,1.4558201863432012,0.6935919055649241
59,test,0.70624467976529,0.7958932238193018
60,train,1.437617573180582,0.6923552557616639
60,test,0.705627557237535,0.7958932238193018
61,train,1.4055845486977048,0.6967959527824621
61,test,0.7050736577726243,0.7956878850102669
62,train,1.4081943911739518,0.698875772906127
62,test,0.7026842242638434,0.7963039014373716
63,train,1.4289056548648769,0.68929173693086
63,test,0.7029961274634642,0.7960985626283368
64,train,1.4329297836206145,0.6897414277684092
64,test,0.7037070022104213,0.7952772073921971
65,train,1.464212001529284,0.6860876897133221
65,test,0.7056471073407167,0.7946611909650924
66,train,1.4514604035490615,0.6813378302417088
66,test,0.7075613144242053,0.7948665297741273
67,train,1.4732511193381057,0.6688308038223721
67,test,0.7079067939360774,0.7950718685831623
68,train,1.4255409886556907,0.6942383361439011
68,test,0.7055425795441536,0.7960985626283368
69,train,1.4200378368515993,0.6957841483979764
69,test,0.7048136771581991,0.7948665297741273
70,train,1.4385919060782142,0.6931984260820686
70,test,0.7044881802319991,0.7948665297741273
71,train,1.4447124837823904,0.6879145587408657
71,test,0.7054402612073221,0.7946611909650924
72,train,1.4554820687265595,0.6815626756604835
72,test,0.7053822857888082,0.7952772073921971
73,train,1.4286019033632498,0.696964586846543
73,test,0.7045631169416087,0.7958932238193018
74,train,1.4404705512382932,0.6898257448004497
74,test,0.7047715497579907,0.7960985626283368
75,train,1.4355286289829428,0.6872681281618888
75,test,0.7051650879686618,0.7956878850102669
76,train,1.4360871758737077,0.6868184373243396
76,test,0.7047499015223564,0.7960985626283368
77,train,1.4710762994754443,0.6739179314221473
77,test,0.7055511785850878,0.7952772073921971
78,train,1.4627799693488752,0.6825463743676222
78,test,0.7059946522575629,0.795482546201232
