epoch,phase,loss,accuracy
1,train,2.2029274905377925,0.22965148960089937
1,test,2.5132884748172954,0.09999999999999999
2,train,2.096253731627354,0.28544125913434515
2,test,2.1252330452020165,0.23080082135523614
3,train,2.0496294777335713,0.3211073636874649
3,test,1.6060971939098663,0.4262833675564682
4,train,2.0042241715259133,0.33811129848229343
4,test,1.5799823233723884,0.43880903490759754
5,train,2.0010031983985064,0.35028105677346827
5,test,1.5293900123611857,0.45934291581108827
6,train,1.968589669000305,0.3724283305227656
6,test,1.4820406775210182,0.49055441478439427
7,train,1.9529996705497497,0.38381112984822935
7,test,1.4945728801359142,0.4683778234086242
8,train,1.9596271813217343,0.3762225969645869
8,test,1.4609482958086708,0.49609856262833674
9,train,1.8929187898223088,0.4057054525014053
9,test,1.3930123196979813,0.5137577002053388
10,train,1.9489634313765638,0.3968521641371557
10,test,1.409396448810977,0.5238193018480493
11,train,1.9081065359646312,0.40831928049465993
11,test,1.3993023368122641,0.5059548254620123
12,train,1.9059392560124733,0.4182405845980888
12,test,1.3749467589282403,0.5328542094455853
13,train,1.9260316833610813,0.4211073636874649
13,test,1.3660917270844477,0.5351129363449691
14,train,1.8951063336650598,0.42372119168071953
14,test,1.3462566570090073,0.5381930184804928
15,train,1.943284157141331,0.40379426644182126
15,test,1.3239167157629432,0.5574948665297741
16,train,1.90677943952034,0.42225969645868466
16,test,1.3032311291665266,0.5784394250513347
17,train,1.8917745759609108,0.4171444631815627
17,test,1.2498610866632796,0.5743326488706365
18,train,1.8630054175016115,0.43943226531759416
18,test,1.2318611164602167,0.5919917864476386
19,train,1.835147463410942,0.4559584035975267
19,test,1.2584009102972136,0.5827515400410678
20,train,1.8123171897199866,0.47310286677908936
20,test,1.1846593273249006,0.6123203285420944
21,train,1.8479486673450523,0.4500843170320405
21,test,1.1821230957395488,0.6232032854209445
22,train,1.8759038622959603,0.46059584035975265
22,test,1.2187169231183719,0.5772073921971252
23,train,1.8761118913380332,0.4527824620573356
23,test,1.1608666849332179,0.626488706365503
24,train,1.8576734746286478,0.4510680157391793
24,test,1.2049840525190443,0.6242299794661191
25,train,1.7604999059234328,0.5085722315907814
25,test,1.1214471651543336,0.6459958932238193
26,train,1.8176900977831063,0.48249016301292863
26,test,1.120671288384549,0.6422997946611909
27,train,1.8036576497548078,0.4832771219786397
27,test,1.0542536487814338,0.6636550308008213
28,train,1.7103614986713447,0.5175379426644182
28,test,1.0397620272097892,0.6652977412731006
29,train,1.773875077578913,0.509921304103429
29,test,1.097197083966688,0.6613963039014373
30,train,1.797793098002622,0.5005902192242833
30,test,1.0794124571449704,0.6613963039014373
31,train,1.7827209915854811,0.5103147835862845
31,test,1.0700734745060883,0.682135523613963
32,train,1.7664188354319572,0.5232715008431703
32,test,1.0325436499084535,0.6858316221765913
33,train,1.7848909626119656,0.5026981450252951
33,test,1.0609074869684616,0.6743326488706365
34,train,1.7631972295638885,0.5303260258572232
34,test,1.1020254999705164,0.6492813141683779
35,train,1.7240140849114,0.5249859471613266
35,test,1.042315806745259,0.6790554414784394
36,train,1.6961215946364765,0.5558740865654862
36,test,0.9554322927149904,0.7063655030800822
37,train,1.7151210446113814,0.5278246205733558
37,test,0.9694423691203218,0.7041067761806982
38,train,1.7359290078759797,0.5269533445756043
38,test,1.0133105090511407,0.6934291581108829
39,train,1.7092676113803043,0.5478920741989882
39,test,0.9749178006174138,0.7073921971252567
40,train,1.768458471745839,0.5087689713322091
40,test,1.0405531924852844,0.6983572895277207
41,train,1.6566363793802503,0.5695053400786959
41,test,0.9581568995785175,0.6993839835728952
42,train,1.683913491172962,0.568521641371557
42,test,0.9832761013777104,0.7030800821355236
43,train,1.7473727608209517,0.5265598650927488
43,test,0.9401280879484799,0.7106776180698152
44,train,1.6471479912297387,0.5627599775154581
44,test,0.8793745996281351,0.7182751540041068
45,train,1.6592303146466303,0.5708544125913435
45,test,0.9598551348004742,0.7221765913757701
46,train,1.654038177466647,0.5761101742551995
46,test,0.9070833481802343,0.733264887063655
47,train,1.6736221424711761,0.5765598650927487
47,test,0.9400331118513182,0.7268993839835729
48,train,1.6560768607092948,0.5903316469926926
48,test,0.9269997858413681,0.7254620123203285
49,train,1.616863379832263,0.58212478920742
49,test,0.8473955316710031,0.7367556468172485
50,train,1.7338061403464307,0.5422147273749297
50,test,0.9558337328859913,0.7285420944558522
51,train,1.6530824810685303,0.598875772906127
51,test,0.9070876840938044,0.7468172484599589
52,train,1.6862628417178578,0.5776559865092749
52,test,0.8935128920866479,0.7301848049281314
53,train,1.621545939930642,0.5930016863406408
53,test,0.9041311011177313,0.7383983572895277
54,train,1.6146649705887912,0.596318156267566
54,test,0.8691009558936165,0.753388090349076
55,train,1.7049944264088674,0.5388701517706577
55,test,0.8569129788410492,0.7427104722792608
56,train,1.7609241994329219,0.5191399662731871
56,test,0.9699053207706867,0.7476386036960986
57,train,1.6468816915611795,0.5851320966835301
57,test,0.8809630737167609,0.7414784394250513
58,train,1.664594628316355,0.5838954468802698
58,test,0.8672202906324633,0.7367556468172485
59,train,1.6609525415185733,0.588813940415964
59,test,0.8696611259997014,0.7474332648870636
60,train,1.6646987270142939,0.5703485103991006
60,test,0.829379001902359,0.7472279260780287
61,train,1.5956062351605274,0.6109893198426082
61,test,0.7986454745582486,0.768788501026694
62,train,1.706703595702336,0.557195053400787
62,test,0.8504233082217113,0.762217659137577
63,train,1.6803026004344175,0.5544406970207982
63,test,0.7875406944531435,0.7607802874743327
64,train,1.571392379576333,0.6349634626194491
64,test,0.7840405608104729,0.7698151950718686
65,train,1.6519455062599246,0.5781899943788645
65,test,0.8023549756719836,0.7613963039014373
66,train,1.576901962034752,0.6235806632939854
66,test,0.8530928125126895,0.7661190965092403
67,train,1.5537303805284248,0.6276559865092749
67,test,0.7683781266457246,0.7731006160164271
68,train,1.671193195032631,0.5853288364249578
68,test,0.7473358683517581,0.7755646817248459
69,train,1.6046251876626274,0.6213322091062394
69,test,0.7445191589958614,0.7809034907597536
70,train,1.6752605313863427,0.5944631815626756
70,test,0.8101954495148003,0.7755646817248459
71,train,1.701981854264558,0.5592467678471051
71,test,0.8437305699383698,0.7564681724845996
72,train,1.582638925873476,0.6238617200674537
72,test,0.7754512791026544,0.7770020533880904
73,train,1.6156821235369403,0.6107644744238336
73,test,0.7614923103634093,0.7880903490759753
74,train,1.5891401499560067,0.6263069139966273
74,test,0.7878684578490208,0.7858316221765914
