epoch,phase,loss,accuracy
1,train,1.3859813753308172,0.6974985947161326
1,test,0.6581348494949771,0.815400410677618
2,train,1.3278150875290973,0.7296795952782462
2,test,0.6477509282085685,0.8158110882956878
3,train,1.355794571972483,0.7097526700393479
3,test,0.6446302446863734,0.8172484599589322
4,train,1.3366426441761936,0.7221191680719505
4,test,0.6379508275393343,0.8143737166324435
5,train,1.4154083384363219,0.6904440697020798
5,test,0.6570130722845849,0.8135523613963039
6,train,1.2760833300051226,0.7432546374367622
6,test,0.6285044791088946,0.817864476386037
7,train,1.3100485735491731,0.7454187745924676
7,test,0.6307819140336841,0.817659137577002
8,train,1.3379358925063534,0.7269814502529511
8,test,0.6263789901804385,0.8205338809034908
9,train,1.3043142359869209,0.7396852164137155
9,test,0.6323984868533802,0.8203285420944558
10,train,1.3570479616011843,0.7174536256323778
10,test,0.6401091825729522,0.8182751540041068
11,train,1.3303825992355862,0.7145868465430016
11,test,0.6376710169124408,0.8180698151950718
12,train,1.3286313781984875,0.7236368746486791
12,test,0.6308724226586873,0.819917864476386
13,train,1.32629797131644,0.734822934232715
13,test,0.630024165386292,0.8190965092402464
14,train,1.312466706621171,0.7380831928049466
14,test,0.6283860065853816,0.8213552361396304
15,train,1.373444652959428,0.7214165261382799
15,test,0.6400109364878716,0.8197125256673511
16,train,1.318034203150354,0.7381956155143339
16,test,0.6315552440083737,0.819917864476386
17,train,1.3355471094516371,0.7238898257448004
17,test,0.6414294370390796,0.8190965092402464
18,train,1.340749105233165,0.7310848791455874
18,test,0.6331346618015419,0.8203285420944558
19,train,1.3593802095330654,0.716301292861158
19,test,0.6298570096676355,0.8213552361396304
20,train,1.3110072097998111,0.7309162450815064
20,test,0.6252842971186863,0.8190965092402464
21,train,1.3805983643239639,0.721247892074199
21,test,0.6364134034581742,0.8209445585215606
22,train,1.2643443539411985,0.7508431703204047
22,test,0.6208974601980107,0.8186858316221766
23,train,1.3297555838561312,0.7229904440697021
23,test,0.6329967947221634,0.8182751540041068
24,train,1.3251106641478858,0.730185497470489
24,test,0.6328120906127797,0.8190965092402464
25,train,1.309845067075694,0.7283586284429455
25,test,0.6331040761676412,0.8170431211498973
26,train,1.3109087477513013,0.7450252951096121
26,test,0.6377119509285235,0.8217659137577001
27,train,1.3810676017190848,0.715345699831366
27,test,0.6353402106974894,0.8207392197125256
28,train,1.3260031936341554,0.7315345699831366
28,test,0.6324191031698329,0.8193018480492813
29,train,1.328472475009798,0.7467116357504215
29,test,0.6328046526996997,0.8190965092402464
30,train,1.3308237627894106,0.7256604834176503
30,test,0.6341648119859382,0.8213552361396304
31,train,1.3145598019556493,0.7415401911186059
31,test,0.630566775749841,0.8195071868583162
32,train,1.317587689324133,0.7358347386172007
32,test,0.6278782362076292,0.8190965092402464
33,train,1.2809633543814347,0.7523327712197864
33,test,0.6254235228902261,0.8190965092402464
34,train,1.3175186093433846,0.7331646992692524
34,test,0.6297304334214581,0.8213552361396304
35,train,1.3074780418070064,0.7383080382237212
35,test,0.6345574627299573,0.8197125256673511
36,train,1.348821161368243,0.7200393479482856
36,test,0.6353922477248268,0.8193018480492813
37,train,1.3408642035377636,0.7261382799325464
37,test,0.6304719080303239,0.8207392197125256
38,train,1.3110529928947179,0.7378021360314784
38,test,0.6238467424801978,0.8197125256673511
39,train,1.2864595674007646,0.7445193929173693
39,test,0.61946829755693,0.8182751540041068
40,train,1.287368696361797,0.7475548060708264
40,test,0.6241512900688809,0.8149897330595482
41,train,1.3246673569510397,0.7291174817313097
41,test,0.6332794158610475,0.8170431211498973
42,train,1.331802475539535,0.7333614390106802
42,test,0.6344771787616017,0.8207392197125256
43,train,1.3353814192405238,0.72557616638561
43,test,0.6405114640506631,0.815605749486653
44,train,1.3818119577372456,0.7159078133783024
44,test,0.6278096637747861,0.817864476386037
45,train,1.2795418244657253,0.7448004496908376
45,test,0.6244973529719229,0.819917864476386
46,train,1.2842327691250266,0.7549465992130411
46,test,0.6284664274485938,0.8180698151950718
